Обозначение	Тип	Наименование	Ревизия	Описание
TST-2735-0010-002-D491	I8_PseudoAssy	TST-2735-0010-002-D491	005	Установка приводов руля высоты левая. Обстановка хвостовая часть стабилизатора в зоне руля высоты левая. ПСДО
TST-2735-0010-003-D491	I8_PseudoAssy	TST-2735-0010-003-D491	003	Установка приводов руля высоты правая. Обстановка руль высоты правый. ПСДО
TST-2735-0010-004-D491	I8_PseudoAssy	TST-2735-0010-004-D491	003	Установка приводов руля высоты левая. Обстановка руль высоты левый. ПСДО
TST-2735-0010-005-D491	I8_PseudoAssy	TST-2735-0010-005-D491	002	Установка приводов руля высоты правая. Обстановка кронштейн привода 1 правый. ПСДО
TST-2735-0010-006-D491	I8_PseudoAssy	TST-2735-0010-006-D491	002	Установка приводов руля высоты левая. Обстановка кронштейн привода 1 левый. ПСДО
TST-2735-0010-007-D491	I8_PseudoAssy	TST-2735-0010-007-D491	002	Установка приводов руля высоты правая. Обстановка кронштейн привода 2 правый. ПСДО
TST-2735-0010-008-D491	I8_PseudoAssy	TST-2735-0010-008-D491	002	Установка приводов руля высоты левая. Обстановка кронштейн привода 2 левый. ПСДО
TST-2735-0010-009-D491	I8_PseudoAssy	TST-2735-0010-009-D491	001	Установка приводов руля высоты правая. Обстановка кронштейн РВ привода 1 правый. ПСДО
TST-2735-0010-010-D491	I8_PseudoAssy	TST-2735-0010-010-D491	001	Установка приводов руля высоты левая. Обстановка кронштейн РВ привода 1 левый. ПСДО
TST-2735-0010-011-D491	I8_PseudoAssy	TST-2735-0010-011-D491	001	Установка приводов руля высоты правая. Обстановка кронштейн РВ привода 2 правый. ПСДО
TST-2735-0010-012-D491	I8_PseudoAssy	TST-2735-0010-012-D491	001	Установка приводов руля высоты левая. Обстановка кронштейн РВ привода 2 левый. ПСДО
TST-2735-0042-000-PKI1	I8_PKIAssy_draft	TST-2735-0042-000-PKI1	007	Электрогидравлический рулевой привод руля высоты тип В
TST-2745-0000-000-D510	I8_PseudoAssy	TST-2745-0000-000-D510	005	Установка механизма перестановки стабилизатора. ПСК
TST-2745-0000-000-PKI1	I8_PKIAssy_draft	TST-2745-0000-000-PKI1	004	Механизм перестановки стабилизатора
TST-2745-0010-001-D491	I8_PseudoAssy	TST-2745-0010-001-D491	003	Установка механизма перестановки стабилизатора. Обстановка узла крепления МПС к фюзеляжу. ПСДО
TST-2745-0010-002-D491	I8_PseudoAssy	TST-2745-0010-002-D491	001	Установка механизма перестановки стабилизатора. Обстановка узла крепления МПС к стабилизатору. ПСТД
TST-2745-0040-001-D510	I8_PseudoAssy	TST-2745-0040-001-D510	001	Кронштейн крепления к стабилизатору правый. ПСК
TST-2745-0040-002-D510	I8_PseudoAssy	TST-2745-0040-002-D510	001	Кронштейн крепления к стабилизатору левый. ПСК
TST-2746-0000-000-D510	I8_PseudoAssy	TST-2746-0000-000-D510	005	Установка датчиков положения стабилизатора. ПСК
TST-2746-0000-000-PKI1	I8_PKIAssy_draft	TST-2746-0000-000-PKI1	003	Датчик положения стабилизатора
TST-2746-0040-001-D510	I8_PseudoAssy	TST-2746-0040-001-D510	002	Тяга. ПСК
TST-2746-0050-001-D510	I8_PseudoAssy	TST-2746-0050-001-D510	001	Уголок. ПСК
TST-2746-0050-002-D510	I8_PseudoAssy	TST-2746-0050-002-D510	001	Уголок. ПСК
TST-2747-0000-000-D510	I8_PseudoAssy	TST-2747-0000-000-D510	003	Установка электроники привода стабилизатора. ПСК
TST-2750-0010-100-PKI1	I8_PKIAssy_draft	TST-2750-0010-100-PKI1	007	Модуль управления механизацией крыла
TST-2750-1000-000-D510	I8_PseudoAssy	TST-2750-1000-000-D510	004	Установка модуля управления механизацией крыла. ПСК
TST-2751-0000-000-D510	I8_PseudoAssy	TST-2751-0000-000-D510	003	Установка силового привода закрылков в отсеке Ф3. ПСК
TST-2751-0100-000-D510	I8_PseudoAssy	TST-2751-0100-000-D510	004	Установка кронштейна силового привода закрылков в отсеке Ф3. ПСК
TST-2751-0110-000-D510	I8_PseudoAssy	TST-2751-0110-000-D510	001	Кронштейн в сборе. ПСК
TST-2751-0112-000-D510	I8_PseudoAssy	TST-2751-0112-000-D510	002	Фитинг в сборе. ПСК
TST-2751-0410-000-D510	I8_PseudoAssy	TST-2751-0410-000-D510	003	Тяга. ПСК
TST-2751-3100-000-D510	I8_PseudoAssy	TST-2751-3100-000-D510	002	Установка бачка экологического привода закрылков в отсеке Ф3. ПСК
TST-2751-3150-000-D510	I8_PseudoAssy	TST-2751-3150-000-D510	001	Установка кронштейна бачка экологического привода закрылков в отсеке Ф3. ПСК
TST-2751-3151-000-D510	I8_PseudoAssy	TST-2751-3151-000-D510	001	Кронштейн бачка экологического привода закрылков в отсеке Ф3. ПСК
TST-2752-0100-001-D510	I8_PseudoAssy	TST-2752-0100-001-D510	005	Установка привода закрылков 1. ПСК
TST-2752-0100-002-D510	I8_PseudoAssy	TST-2752-0100-002-D510	005	Установка привода закрылков 1. ПСК
TST-2752-0200-001-D510	I8_PseudoAssy	TST-2752-0200-001-D510	003	Установка привода закрылка 2. ПСК
TST-2752-0200-002-D510	I8_PseudoAssy	TST-2752-0200-002-D510	003	Установка привода закрылков 2. ПСК
TST-2752-0300-001-D510	I8_PseudoAssy	TST-2752-0300-001-D510	003	Установка привода закрылка 3. ПСК
TST-2752-0300-002-D510	I8_PseudoAssy	TST-2752-0300-002-D510	003	Установка привода закрылков 3. ПСК
TST-2752-0400-001-D510	I8_PseudoAssy	TST-2752-0400-001-D510	003	Установка привода закрылка 4. ПСК
TST-2752-0400-002-D510	I8_PseudoAssy	TST-2752-0400-002-D510	003	Установка привода закрылков 4. ПСК
TST-2753-1000-001-D510	I8_PseudoAssy	TST-2753-1000-001-D510	004	Установка ограничителя момента в отсеке Ф3. ПСК
TST-2753-1000-002-D510	I8_PseudoAssy	TST-2753-1000-002-D510	004	Установка ограничителя момента в отсеке Ф3. ПСК
TST-2753-1010-000-PKI1	I8_PKIAssy_draft	TST-2753-1010-000-PKI1	001	Шарнир карданный 4
TST-2753-1030-000-PKI1	I8_PKIAssy_draft	TST-2753-1030-000-PKI1	002	Шарнир карданный 1
TST-2753-1050-000-PKI1	I8_PKIAssy_draft	TST-2753-1050-000-PKI1	005	Вал
TST-2753-1060-000-PKI1	I8_PKIAssy_draft	TST-2753-1060-000-PKI1	004	Шарнир карданный 2
TST-2753-1070-000-PKI1	I8_PKIAssy_draft	TST-2753-1070-000-PKI1	003	Шарнир шлицевой
TST-2753-1080-000-PKI1	I8_PKIAssy_draft	TST-2753-1080-000-PKI1	002	Шарнир карданный 3
TST-2753-1090-000-PKI1	I8_PKIAssy_draft	TST-2753-1090-000-PKI1	001	Шарнир карданный 5
TST-2753-1110-000-PKI1	I8_PKIAssy_draft	TST-2753-1110-000-PKI1	002	Штифт и стопорное кольцо
TST-2753-1120-000-PKI1	I8_PKIAssy_draft	TST-2753-1120-000-PKI1	003	Штифт и стопорное кольцо
TST-2753-1140-000-PKI1	I8_PKIAssy_draft	TST-2753-1140-000-PKI1	004	Вал F02
TST-2753-1150-000-PKI1	I8_PKIAssy_draft	TST-2753-1150-000-PKI1	004	Вал F04
TST-2753-3000-001-D510	I8_PseudoAssy	TST-2753-3000-001-D510	003	Установка трансмиссии закрылков. ПСК
TST-2753-3000-002-D510	I8_PseudoAssy	TST-2753-3000-002-D510	003	Установка трансмиссии закрылков. ПСК
TST-2753-3010-001-D510	I8_PseudoAssy	TST-2753-3010-001-D510	003	Установка углового редуктора. ПСК
TST-2753-3010-002-D510	I8_PseudoAssy	TST-2753-3010-002-D510	003	Установка углового редуктора. ПСК
TST-2753-3020-001-D510	I8_PseudoAssy	TST-2753-3020-001-D510	004	Установка тормоза трансмиссии. ПСК
TST-2753-3020-002-D510	I8_PseudoAssy	TST-2753-3020-002-D510	004	Установка тормоза трансмиссии. ПСК
TST-2753-3050-000-PKI1	I8_PKIAssy_draft	TST-2753-3050-000-PKI1	005	Опора промежуточная 1
TST-2753-3060-000-PKI1	I8_PKIAssy_draft	TST-2753-3060-000-PKI1	004	Опора промежуточная 2
TST-2753-3070-000-PKI1	I8_PKIAssy_draft	TST-2753-3070-000-PKI1	003	Опора промежуточная 3
TST-2753-3140-000-PKI1	I8_PKIAssy_draft	TST-2753-3140-000-PKI1	006	Вал F12
TST-2753-3160-000-PKI1	I8_PKIAssy_draft	TST-2753-3160-000-PKI1	005	Вал
TST-2753-3180-000-PKI1	I8_PKIAssy_draft	TST-2753-3180-000-PKI1	006	Вал F20
TST-2753-3190-000-PKI1	I8_PKIAssy_draft	TST-2753-3190-000-PKI1	005	Вал
TST-2753-3210-000-PKI1	I8_PKIAssy_draft	TST-2753-3210-000-PKI1	004	Вал F06
TST-2753-3250-000-PKI1	I8_PKIAssy_draft	TST-2753-3250-000-PKI1	004	Вал F14
TST-2753-3260-000-PKI1	I8_PKIAssy_draft	TST-2753-3260-000-PKI1	004	Вал F16
TST-2753-3270-000-PKI1	I8_PKIAssy_draft	TST-2753-3270-000-PKI1	004	Вал F18
TST-2753-3290-000-PKI1	I8_PKIAssy_draft	TST-2753-3290-000-PKI1	004	Вал F22
TST-2754-0010-000-PKI1	I8_PKIAssy_draft	TST-2754-0010-000-PKI1	005	Датчик перекоса закрылка
TST-2754-0100-001-D510	I8_PseudoAssy	TST-2754-0100-001-D510	005	Установка датчика системы контроля перекоса секций закрылков по Балке 2. ПСК
TST-2754-0100-002-D510	I8_PseudoAssy	TST-2754-0100-002-D510	005	Установка датчика системы контроля перекоса секций закрылков по Балке 2. ПСК
TST-2754-0120-000-D510	I8_PseudoAssy	TST-2754-0120-000-D510	003	Тяга. ПСК
TST-2754-0200-001-D510	I8_PseudoAssy	TST-2754-0200-001-D510	004	Установка датчика системы контроля перекоса секций закрылков по Балке 3. ПСК
TST-2754-0200-002-D510	I8_PseudoAssy	TST-2754-0200-002-D510	004	Установка датчика системы контроля перекоса секций закрылков по Балке 3. ПСК
TST-2754-0203-000-D510	I8_PseudoAssy	TST-2754-0203-000-D510	001	Тяга в сборе. ПСК
TST-2754-0300-001-D510	I8_PseudoAssy	TST-2754-0300-001-D510	004	Установка датчика системы контроля перекоса секции закрылков по Балке 4. ПСК
TST-2754-0300-002-D510	I8_PseudoAssy	TST-2754-0300-002-D510	004	Установка датчика системы контроля перекоса секции закрылков по Балке 4. ПСК
TST-2754-0301-000-D510	I8_PseudoAssy	TST-2754-0301-000-D510	002	Тяга в сборе. ПСК
TST-2754-0500-001-D510	I8_PseudoAssy	TST-2754-0500-001-D510	003	Установка датчика системы контроля перекоса секций закрылков по Балке 6. ПСК
TST-2754-0500-002-D510	I8_PseudoAssy	TST-2754-0500-002-D510	003	Установка датчика системы контроля перекоса секций закрылков по Балке 6. ПСК
TST-2754-0510-001-D510	I8_PseudoAssy	TST-2754-0510-001-D510	002	Тяга в сборе. ПСК
TST-2755-1000-000-D510	I8_PseudoAssy	TST-2755-1000-000-D510	003	Установка электронных блоков закрылков в отсеке Ф3. ПСК
TST-2755-1030-001-D510	I8_PseudoAssy	TST-2755-1030-001-D510	002	Профиль. ПСК
TST-2755-1030-002-D510	I8_PseudoAssy	TST-2755-1030-002-D510	002	Профиль. ПСК
TST-2755-1050-001-D510	I8_PseudoAssy	TST-2755-1050-001-D510	002	Кронштейн. ПСК
TST-2760-0010-100-PKI1	I8_PKIAssy_draft	TST-2760-0010-100-PKI1	006	Модуль управления воздушными тормозами
TST-2760-1000-000-D510	I8_PseudoAssy	TST-2760-1000-000-D510	004	Установка модуля управления воздушными тормозами. ПСК
TST-2761-0010-001-D491	I8_PseudoAssy	TST-2761-0010-001-D491	005	Установка привода интерцептора 1, правая. Обстановка ХЧК в зоне привода. ПСДО
TST-2761-0010-002-D491	I8_PseudoAssy	TST-2761-0010-002-D491	005	Установка привода интерцептора 1, левая. Обстановка ХЧК в зоне привода. ПСДО
TST-2761-0010-003-D491	I8_PseudoAssy	TST-2761-0010-003-D491	002	Установка привода интерцептора 1, правая. Фрагмент интерцептора в положении 0 градусов. ПСДО
TST-2761-0010-004-D491	I8_PseudoAssy	TST-2761-0010-004-D491	002	Установка привода интерцептора 1, левая. Фрагмент интерцептора в положении 0 градусов. ПСДО
TST-2761-0051-000-PKI1	I8_PKIAssy_draft	TST-2761-0051-000-PKI1	007	Электрогидравлический рулевой привод интерцептора тип А
TST-2762-0010-001-D491	I8_PseudoAssy	TST-2762-0010-001-D491	005	Установка привода интерцептора 2, правая. Обстановка ХЧК в зоне привода. ПСДО
TST-2762-0010-002-D491	I8_PseudoAssy	TST-2762-0010-002-D491	005	Установка привода интерцептора 2, левая. Обстановка ХЧК в зоне привода. ПСДО
TST-2762-0010-003-D491	I8_PseudoAssy	TST-2762-0010-003-D491	002	Установка привода интерцептора 2, правая. Фрагмент интерцептора в положении 0 градусов. ПСДО
TST-2762-0010-004-D491	I8_PseudoAssy	TST-2762-0010-004-D491	002	Установка привода интерцептора 2, левая. Фрагмент интерцептора в положении 0 градусов. ПСДО
TST-2763-0010-001-D491	I8_PseudoAssy	TST-2763-0010-001-D491	005	Установка привода интерцептора 3, правая. Обстановка ХЧК в зоне привода. ПСДО
TST-2763-0010-002-D491	I8_PseudoAssy	TST-2763-0010-002-D491	005	Установка привода интерцептора 3, левая. Обстановка ХЧК в зоне привода. ПСДО
